ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comment
hate1238-GB094-2,hate1238,sigami=Ø hak-i bir-ja-Ø=ro:,sigami=Ø\thak-i\tbir-ja-Ø=ro:,letter=core\twrite-med\tprog-prf-npst=dsc,(I) am writing a letter.,,
hate1238-GB107-1,hate1238,jum-an-u-Ø,jum-an-u-Ø,read-neg-nprf-npst,(I) don't read.,,
hate1238-GB113-1,hate1238,ba=Ø utama=ga par-ah-ja-Ø-n,ba=Ø\tutama=ga\tpar-ah-ja-Ø-n,1SG=core\tchild=dat\trun-caus-prf-npst-rls,I made (my) child run.,,
hate1238-GB117-1,hate1238,ba=Ø sinsin ja-ta-n,ba=Ø\tsinsin\tja-ta-n,1SG=core\tteacher\tcop-past-rls,I was a teacher.,,
hate1238-GB119-1,hate1238,num-i ss-ja-Ø-n,num-i\tss-ja-Ø-n,drink-med\tpot-prf-npst-rls,(I) can drink (alcohol).,,
hate1238-GB120-1,hate1238,aboa=Ø ija=Ø mir-i bir-ja-ta-n,aboa=Ø\tija=Ø\tmir-i\tbir-ja-ta-n,mother=core\tfather=core\tlook-med\tprog-prf-past-rls,(My) mother was looking (my) father.,,
hate1238-GB120-2,hate1238,katafuk-i bir-ja-tavp=ro:,katafuk-i\tbir-ja-tavp=ro:,lie-med\tprog-prf-past=dsc,(I) was lying (in the room).,,
hate1238-GB120-3,hate1238,ng-i n-en-u-Ø,ng-i\tn-en-u-Ø,o-med\tprf-neg-nprf-npst,(He) has gone (though I didnt want him to).,,
hate1238-GB120-4,hate1238,sigami=Ø hak-i bir-ja-Ø=ro:vp,sigami=Ø\thak-i\tbir-ja-Ø=ro:vp,letter=core\twrite-med\tprog-prf-npst=dsc,(I) am writing a letter.,,
hate1238-GB122-1,hate1238,mir-i-bo-ha-Ø-n,mir-i-bo-ha-Ø-n,see-med-want-vlz-npst-rls,(I) want to see (it).,,
hate1238-GB123-1,hate1238,sondan-s-u-Ø-n,sondan-s-u-Ø-n,talk.with-do-nprf-npst-rls,(I) talk with (someone).,,
hate1238-GB126-1,hate1238,da=Ø acca hi=na b-u-Ø=na:,da=Ø\tacca\thi=na\tb-u-Ø=na:,2SG=core\ttomorrow\thouse=LOC\tbe-nprf-npst=q,Will you in the house tomorrow?,,
hate1238-GB133-1,hate1238,ija=Ø=ja ba=Ø tatag-ja-ta-n,ija=Ø=ja\tba=Ø\ttatag-ja-ta-n,father=core=top\t1SG=core\thit-prf-past-rls,(My) father hit me.,,
hate1238-GB133-2,hate1238,sigami=Ø hak-i bir-ja-Ø=ro:vp,sigami=Ø\thak-i\tbir-ja-Ø=ro:vp,letter=core\twrite-med\tprog-prf-npst=dsc,(I) am writing a letter.,,
hate1238-GB136-1,hate1238,aboa=Ø ija=Ø mir-i bir-ja-ta-n,aboa=Ø\tija=Ø\tmir-i\tbir-ja-ta-n,mother=core\tfather=core\tlook-med\tprog-prf-past-rls,(My) mother was looking at (my) father.(A/P),,
hate1238-GB136-2,hate1238,ija=Ø aboa=Ø mir-i bir-ja-ta-n,ija=Ø\taboa=Ø\tmir-i\tbir-ja-ta-n,father=core\tmother=core\tlook-med\tprog-prf-past-rls,(My) father was looking at (my) mother.,,
hate1238-GB137-1,hate1238,jum-an-u-Ø,jum-an-u-Ø,read-neg-nprf-npst,(I) don't read.,,
hate1238-GB139-1,hate1238,jum-an-u-Ø,jum-an-u-Ø,read-neg-nprf-npst,(I) don't read.,,
hate1238-GB139-2,hate1238,mir-una,mir-una,look-proh,don't look.,,
hate1238-GB140-1,hate1238,ba=Ø sinsin ar-an-u-Ø,ba=Ø\tsinsin\tar-an-u-Ø,1SG=core\tteacher\tcop-neg-nprf-npst,I am not a teacher.,,
hate1238-GB140-2,hate1238,go-h-en-u-Ø,go-h-en-u-Ø,scary-vlz-neg-nprf-npst,(I am) not scared.,,
hate1238-GB140-3,hate1238,um-an-u-Ø,um-an-u-Ø,read-neg-nprf-npst,(I) don't read.,,
hate1238-GB147-1,hate1238,ba=Ø ija=gara tatag-ar-a-ta-n,ba=Ø\tija=gara\ttatag-ar-a-ta-n,1SG=core\tfather=abl\thit-pass-prf-past-rls,I was hit by (my) father.,,
hate1238-GB150-1,hate1238,sunu arah-e sïmucï jum-i nuf-ja-ta-n,sunu\tarah-e\tsïmucï\tjum-i\tnuf-ja-ta-n,clothes\twash-med\tbook\tread-med\tsleep-prf-past-rls,(I) washed clothes read a book and slept.,,
hate1238-GB155-1,hate1238,utama=ga zi=Ø hak-ah-ja-Ø-n,utama=ga\tzi=Ø\thak-ah-ja-Ø-n,child=dat\tletter=core\twrite-caus-prf-npst-rls,(I) made a child write letters.,,
hate1238-GB185-1,hate1238,unu utama-nzi=Ø=ndu kagu=naga nari=<o> muru pïs-i ir-a h-a-ta=ro:,unu\tutama-nzi=Ø=ndu\tkagu=naga\tnari=<o>\tmuru\tpïs-i\tir-a\th-a-ta=ro:,that\tchild-pl=core=foc\tbasket=dat\tfruit=acc\tall\tpick.up-med\tput-med\tgive-prf-past=dsc,these children picked up all the fruit and put them into the basket for the boy.,,
hate1238-GB187-1,hate1238,bidumu-ntama,bidumu-ntama,man-dim,a boy,,
hate1238-GB187-2,hate1238,mman-tama,mman-tama,horse-dim,a foal,,
hate1238-GB187-3,hate1238,otta-ntama,otta-ntama,frog-dim,a tadpole,,
hate1238-GB250-1,hate1238,ba=Ø mari=Ø go:bi mucjag-u-ta-n,ba=Ø\tmari=Ø\tgo:bi\tmucjag-u-ta-n,1SG=core\tbowl=core\tmany\thave-nprf-past-rls,I had many bowls.,,
hate1238-GB252-1,hate1238,ba-hi=na mina=Ø a-Ø-n,ba-hi=na\tmina=Ø\ta-Ø-n,1SG-house=LOC\tgarden=core\tbe-npst-rls,There is a garden in my house.,,
hate1238-GB263-1,hate1238,da=Ø sinsin=na:,da=Ø\tsinsin=na:,2SG=core\tteacher=q,Are you a teacher?,,
hate1238-GB305-1,hate1238,du=nu bjo:ki,du=nu\tbjo:ki,refl=gen\tsickness,My own sickness,,
hate1238-GB312-1,hate1238,ha=ga ng-i,ha=ga\tng-i,over.there=dat\tgo-imp,Get out of here. (lit. Go over there.) ,,
hate1238-GB312-2,hate1238,o=ga k-u=ba,o=ga\tk-u=ba,here=dat\tcome-imp=emp,Come here.,,
hate1238-GB323-1,hate1238,ha=ja ma kir-ar-un-u-ta=cju,ha=ja\tma\tkir-ar-un-u-ta=cju,efl=top\tintj\tcome-pass-neg-nprf-past=hs,(I) hear that he couldnt come.,,
hate1238-GB328-1,hate1238,ba=Ø=ndu sïkur-ja-ru munu,ba=Ø=ndu\tsïkur-ja-ru\tmunu,1SG=core=foc\tmake-prf-npst\tthing,The meal I cooked.,,
hate1238-GB431-1,hate1238,ba-aboa,ba-aboa,1SG-mother,My mother,,
hate1238-GB431-2,hate1238,da-gakku,da-gakku,2SG-school,your school,,
hate1238-GB432-1,hate1238,aboa=nu munu,aboa=nu\tmunu,mother=gen\tthing,mother's thing,,
hate1238-GB432-2,hate1238,du=nu bjo:ki,du=nu\tbjo:ki,refl=gen\tsickness,my own sickness,,
hate1238-GB522-1,hate1238,isa-sïma=ci ng-u-Ø-nvp,isa-sïma=ci\tng-u-Ø-nvp,Ishigaki-island=all\tgo-nprf-npst-rls,(I) will go to Ishigaki island.,,
hate1238-TE050-1,hate1238,e-s-u-Ø kami=ja ha=ra mita-ri=nu utama-nzi=nu k-u-ta=sïka,e-s-u-Ø\tkami=ja\tha=ra\tmita-ri=nu\tutama-nzi=nu\tk-u-ta=sïka,so-donprf-npst\tduring=top\tover.there=abl\tthree-people=gen\tchild-pl=gen\tcome-nprf-past=but,Then three children came from over there but,,
hate1238-TE050-2,hate1238,kagu=o mii-cï muc-i k-i narab-a,kagu=o\tmii-cï\tmuc-i\tk-i\tnarab-a,basket=acc\tthree-piece\tbring-med\tcome-med\talign-med,(he) brought three baskets and put them in line,,
hate1238-TE054-1,hate1238,da=Ø sinsin=na:,da=Ø\tsinsin=na:,2SG=core\tteacher=q,Are you a teacher?,,
hate1238-TE054-2,hate1238,za=ga=ru or-ja-Ø=ba,za=ga=ru\tor-ja-Ø=ba,where=dat=foc\tgo.hon-prf-npst=emp,Where have you been?,,
hate1238-TE066-1,hate1238,ha=ga ng-i,ha=ga\tng-i,over.there=dat\tgo-imp,Get out of here. (lit. Go over there.) ,,
hate1238-TE066-2,hate1238,o=ga k-u=ba,o=ga\tk-u=ba,here=dat\tcome-imp=emp,Come here.,,
hate1238-TS001-1,hate1238,mita-ri=nu utama-nzi=nu,mita-ri=nu\tutama-nzi=nu,three-people=gen\tchild-pl=gen,three children,,
hate1238-TS002-1,hate1238,e-s-u-Ø kami=ja ha=ra mita-ri=nu utama-nzi=nu k-u-ta=sïka,e-s-u-Ø\tkami=ja\tha=ra\tmita-ri=nu\tutama-nzi=nu\tk-u-ta=sïka,so-donprf-npst\tduring=top\tover.there=abl\tthree-people=gen\tchild-pl=gen\tcome-nprf-past=but,Then three children came from over there but,,
hate1238-TS002-2,hate1238,kagu=o mii-cï muc-i k-i narab-a,kagu=o\tmii-cï\tmuc-i\tk-i\tnarab-a,basket=acc\tthree-piece\tbring-med\tcome-med\talign-med,(he) brought three baskets and put them in line,,
hate1238-TS003-1,hate1238,unu pïtunp=Ø ma:gi,unu\tpïtunp=Ø\tma:gi,this\tperson=core\tbig,This person is big.,,
hate1238-TS005-1,hate1238,aboa=nu munu,aboa=nu\tmunu,mother=gen\tthing,mother's thing,,
hate1238-TS005-2,hate1238,ba-aboa,ba-aboa,1SG-mother,My mother,,
hate1238-TS007-1,hate1238,ma:gi pïtu,ma:gi\tpïtu,big\tperson,a great person,,
hate1238-TS009-1,hate1238,e-s-u-Ø kami=ja muru nari=Ø=ja,e-s-u-Ø\tkami=ja\tmuru\tnari=Ø=ja,so-donprf-npst\tduring=top\tall\tfruit=core=top,Then he spilled all the fruits.,,
hate1238-TS009-2,hate1238,kupur-a=sa n-en-u-Ø,kupur-a=sa\tn-en-u-Ø,spill.over-med=infer\tprf-neg-nprf-npst,then he spilled all the fruits.,,
huih1238-GB026-1,huih1238,imin do:-ni: mü:-nin aruxxun bičči antasi,imin\tdo:-ni:\tmü:-nin\taruxxun\tbičči\tantasi,Imin\triver-GEN\twater-3\tclear\tbe.PTCP\tsweet,The water of Imin river is clear and sweet.,,(Hu & Chaoke 1986:100)
huih1238-GB035-1,huih1238,eri,eri,this,this,,
huih1238-GB035-2,huih1238,tari,tari,that,that,,
huih1238-GB044-1,huih1238,omolə:-sal,omolə:-sal,grandson-PL,grandchildren,,
huih1238-GB044-2,huih1238,xolə:-sal,xolə:-sal,mountain-PL,mountains,,
huih1238-GB046-1,huih1238,imin-sə:n,imin-sə:n,Imin-ASSOC,those who live in Imin,,
huih1238-GB046-2,huih1238,üldži-sə:n,üldži-sə:n,Ulij-ASSOC,the Uljis,,
huih1238-GB068-1,huih1238,imin do:-ni: mü:-nin aruxxun bičči antasi,imin\tdo:-ni:\tmü:-nin\taruxxun\tbičči\tantasi,Imin\triver-GEN\twater-3\tclear\tbe.PTCP\tsweet,The water of Imin river is clear and sweet.,,(Hu & Chaoke 1986:100)
huih1238-GB069-1,huih1238,aja xonin-sal,aja\txonin-sal,good\tsheep-PL,good sheep,,
huih1238-GB075-1,huih1238,sire-ni: oro:n-du-ni bitig bi-si-n,sire-ni:\toro:n-du-ni\tbitig\tbi-si-n,desk-GEN\tsurface-DAT-3SG\tbook\tbe-PRS.PTCP-3SG,There is a book on the desk.,,
huih1238-GB086-1,huih1238,imanda-dži-,imanda-dži-,snow-PROG,to be snowing,,
huih1238-GB089-1,huih1238,bi: uxxe-dü i:-džixe:-weje batu min-ewe tan-sa:,bi:\tuxxe-dü\ti:-džixe:-weje\tbatu\tmin-ewe\ttan-sa:,1SG\tdoor-DAT\tenter-SUC-1SG\tBatu\t1SG-ACC\tnotice-PST,As soon as I entered the door Batu noticed me.,,
huih1238-GB091-1,huih1238,sin-ii jinji-sa:-wa-si sa:-su:,sin-ii\tjinji-sa:-wa-si\tsa:-su:,ou-GEN\ttalk-PAST-ACC-2S\tknow-PAST.1S,I understood what you said.,,
huih1238-GB108-1,huih1238,eme-rgi-,eme-rgi-,come-REGR-,to come back,,
huih1238-GB113-1,huih1238,eme-xe:n-,eme-xe:n-,come-CAUS-,to make someone come,,
huih1238-GB115-1,huih1238,ta:-ma:si-,ta:-ma:si-,pull-RECIP-,to pull each other,,
huih1238-GB117-1,huih1238,bi: malsin bi-sü:,bi:\tmalsin\tbi-sü:,1SG\tstock.farmer\tbe-PST.PTCP.1SG,I was a stock farmer.,,
huih1238-GB117-2,huih1238,imin do:-ni: mü:-nin aruxxun bičči antasi,imin\tdo:-ni:\tmü:-nin\taruxxun\tbičči\tantasi,Imin\triver-GEN\twater-3\tclear\tbe.PTCP\tsweet,The water of Imin river is clear and sweet.,,(Hu & Chaoke 1986:100)
huih1238-GB119-1,huih1238,ebbesi-mi o:-dan,ebbesi-mi\to:-dan,swim-COOR\tbecome-PRS,(It is) possible/permitted/expected to swim.,,
huih1238-GB119-2,huih1238,ga-džigu: bi-se:,ga-džigu:\tbi-se:,take-FUT.1SG\tbe-PST,I might have taken.,,
huih1238-GB120-1,huih1238,a:si-mi bi-se:,a:si-mi\tbi-se:,sleep-COOR\tbe-PST,(He) was (still) sleeping.,,
huih1238-GB120-2,huih1238,ommo-cci ne:-süü,ommo-cci\tne:-süü,forget-SUB\tlay-PST.1SG,I have forgotten.,,
huih1238-GB120-3,huih1238,xori:-cci ne:-se:,xori:-cci\tne:-se:,arrest-SUB\tlay-PST,(They) have arrested (him).,,
huih1238-GB121-1,huih1238,üli-ce: bi-se:,üli-ce:\tbi-se:,go-PST\tbe-PST,He has already gone.,,
huih1238-GB123-1,huih1238,daŋga ta:n-,daŋga\tta:n-,tobacco\tpull,to smoke (lit. to pull tobacco),,
huih1238-GB123-2,huih1238,də:ŋxo munda-,də:ŋxo\tmunda-,telephone\thit-,to make a telephone call (lit. to hit telephone),,
huih1238-GB126-1,huih1238,sire-ni: oro:n-du-ni bitig bi-si-n,sire-ni:\toro:n-du-ni\tbitig\tbi-si-n,desk-GEN\tsurface-DAT-3SG\tbook\tbe-PRS.PTCP-3SG,There is a book on the desk.,,
huih1238-GB127-1,huih1238,sire-ni: oro:n-du-ni bitig bi-si-n,sire-ni:\toro:n-du-ni\tbitig\tbi-si-n,desk-GEN\tsurface-DAT-3SG\tbook\tbe-PRS.PTCP-3SG,There is a book on the desk.,,
huih1238-GB134-1,huih1238,bi: uxxe-dü i:-džixe:-weje batu min-ewe tan-sa:,bi:\tuxxe-dü\ti:-džixe:-weje\tbatu\tmin-ewe\ttan-sa:,1SG\tdoor-DAT\tenter-SUC-1SG\tBatu\t1SG-ACC\tnotice-PST,As soon as I entered the door Batu noticed me.,,
huih1238-GB135-1,huih1238,kino: isi-mi güŋken džo:ndži-mi,kino:\tisi-mi\tgüŋken\tdžo:ndži-mi,movie\tsee-PRS.PTCP.1S\tsaying\tthink-PRS.PTCP.1S,I think that I will watch a movie.,,
huih1238-GB137-1,huih1238,eri min-i: morin öntö,eri\tmin-i:\tmorin\töntö,this\t1SG-GEN\thorse\tNEG,This is not my horse.,,
huih1238-GB137-2,huih1238,eri üxür-nin i:ge-je a:sin,eri\tüxür-nin\ti:ge-je\ta:sin,this\tox-3\thorn-INAC\tNEG,This ox has no horns.,,
huih1238-GB138-1,huih1238,ünege eme-re,ünege\teme-re,not.yet\tcome-PRS.PTCP,He has not come yet.,,
huih1238-GB139-1,huih1238,bi: emün na:n e-si-m sa:-ra,bi:\temün\tna:n\te-si-m\tsa:-ra,1SG\tone\tyet\tNEG-PRS.PTCP-1SG\tknow-PRS.PTCP,I don't understand anything.,,
huih1238-GB139-2,huih1238,e-dži soŋo-ro,e-dži\tsoŋo-ro,NEG-IMP.2SG\tcry-PRS.PTCP,don't cry.,,
huih1238-GB139-3,huih1238,tari beje e-se: nini-re,tari\tbeje\te-se:\tnini-re,that\tman\tNEG-PST\tgo-PRS,He didnt go.,,
huih1238-GB140-1,huih1238,eri min-i: morin öntö,eri\tmin-i:\tmorin\töntö,this\t1SG-GEN\thorse\tNEG,This is not my horse.,,
huih1238-GB140-2,huih1238,eri üxür-nin i:ge-ye a:sin,eri\tüxür-nin\ti:ge-ye\ta:sin,this\tox-3\thorn-INAC\tNEG,This ox has no horns.,,
huih1238-GB140-3,huih1238,tari beje e-se: nini-re,tari\tbeje\te-se:\tnini-re,that\tman\tNEG-PST\tgo-PRS,He didnt go.,,
huih1238-GB147-1,huih1238,bi: e-dü munda-wu-su:,bi:\te-dü\tmunda-wu-su:,1SG\tthis-DAT\thit-PASS-PST.1SG,I was hit by him.,,
huih1238-GB150-1,huih1238,bi: uxxe-dü i:-džixe:-weje batu min-ewe tan-sa:,bi:\tuxxe-dü\ti:-džixe:-weje\tbatu\tmin-ewe\ttan-sa:,1SG\tdoor-DAT\tenter-SUC-1SG\tBatu\t1SG-ACC\tnotice-PST,As soon as I entered the door Batu noticed me.,,
huih1238-GB155-1,huih1238,aba min-ewe teggen-e xö:l-xe:n-se:,aba\tmin-ewe\tteggen-e\txö:l-xe:n-se:,father\t1SG-ACC\tcart-INAC\tput-CAUS-PST,Father made me put the cart (to a horse).,,
huih1238-GB155-2,huih1238,eme-xe:n-,eme-xe:n-,come-CAUS-,to make someone come,,
huih1238-GB170-1,huih1238,aja xonin,aja\txonin,good\tsheep,good sheep,,
huih1238-GB170-2,huih1238,aja xonin-ba,aja\txonin-ba,good\tsheep-ACC,good sheep,,
huih1238-GB170-3,huih1238,aja xonin-bi,aja\txonin-bi,good\tsheep-1SG,my good sheep,,
huih1238-GB170-4,huih1238,aja xonin-sal,aja\txonin-sal,good\tsheep-PL,good sheep,,
huih1238-GB198-1,huih1238,ilan üte,ilan\tüte,three\tson,three sons,,
huih1238-GB252-1,huih1238,min-dü jü:r exin bi-si-n,min-dü\tjü:r\texin\tbi-si-n,1SG.OBL-DAT\ttwo\telder.sister\tbe-PRS.PTCP-3SG,I have two elder sisters.,,
huih1238-GB254-1,huih1238,eri üxür-nin i:ge-je a:sin,eri\tüxür-nin\ti:ge-je\ta:sin,this\tox-3\thorn-INAC\tNEG,This ox has no horns.,,
huih1238-GB256-1,huih1238,tari ilan üte-si,tari\tilan\tüte-si,3SG\tthree\tson-POSS,He has three sons.,,
huih1238-GB263-1,huih1238,eri bitig sin-i:-ga:,eri\tbitig\tsin-i:-ga:,this\tbook\t2SG-GEN-Q,Is this book yours?,,
huih1238-GB263-2,huih1238,eri üxür aja-ga:,eri\tüxür\taja-ga:,this\tox\tgood-Q,Is this ox good?,,
huih1238-GB266-1,huih1238,üxür-ni: üldü-nin xonin-i: üldü-düxi antasi,üxür-ni:\tüldü-nin\txonin-i:\tüldü-düxi\tantasi,cattle-GEN\tmeat-3SG\tsheep-GEN\tmeat-ABL\tdelicious,Beef is more delicious than mutton.,,
huih1238-GB275-1,huih1238,üxür-ni: üldü-nin xonin-i: üldü-düxi antasi,üxür-ni:\tüldü-nin\txonin-i:\tüldü-düxi\tantasi,cattle-GEN\tmeat-3SG\tsheep-GEN\tmeat-ABL\tdelicious,Beef is more delicious than mutton.,,
huih1238-GB276-1,huih1238,üxür-ni: üldü-nin xonin-i: üldü-düxi antasi,üxür-ni:\tüldü-nin\txonin-i:\tüldü-düxi\tantasi,cattle-GEN\tmeat-3SG\tsheep-GEN\tmeat-ABL\tdelicious,Beef is more delicious than mutton.,,
huih1238-GB298-1,huih1238,bi: emün na:n e-si-m sa:-ra,bi:\temün\tna:n\te-si-m\tsa:-ra,1SG\tone\tyet\tNEG-PRS-1SG\tknow-PRS.PTCP,I don't understand anything.,,
huih1238-GB298-2,huih1238,tari beje e-se: nini-re,tari\tbeje\te-se:\tnini-re,that\tman\tNEG-PST\tgo-PRS,He didnt go.,,
huih1238-GB299-1,huih1238,ünege eme-re,ünege\teme-re,not.yet\tcome-PRS.PTCP,He has not come yet.,,
huih1238-GB304-1,huih1238,bi: e-dü munda-wu-su:,bi:\te-dü\tmunda-wu-su:,1SG\tthis-DAT\thit-PASS-PST.1SG,I was hit by him.,,
huih1238-GB305-1,huih1238,me:ni,me:ni,REFL,oneself,,
huih1238-GB309-1,huih1238,üli-ce: bi-se:,üli-ce:\tbi-se:,go-PST\tbe-PST,He has already gone.,,
huih1238-GB312-1,huih1238,jeb-mü:n-,jeb-mü:n-,eat-OPT-,to want to eat,,
huih1238-GB313-1,huih1238,min-i: bitig,min-i:\tbitig,1SG-GEN\tbook,my book,,
huih1238-GB313-2,huih1238,min-i: jaxa,min-i:\tjaxa,1SG-GEN\tbaggage,my baggage,,
huih1238-GB313-3,huih1238,sin-i: a:wun-si,sin-i:\ta:wun-si,2SG-GEN\that-2SG,your hat,,
huih1238-GB318-1,huih1238,sawi ulur,sawi\tulur,student\tpeople,students,,
huih1238-GB326-1,huih1238,be:džin džakka o:xi goro bi-si-n,be:džin\tdžakka\to:xi\tgoro\tbi-si-n,Beijing\tup.to\thow\tfar\tbe-PRS-3SG,How far is it to Beijing?,,
huih1238-GB326-2,huih1238,si: i:le: tegedži-ndi,si:\ti:le:\ttegedži-ndi,you\twhere\tlive-PRS.2SG,Where do you live?,,
huih1238-GB327-1,huih1238,nantun-du nini-r teggü,nantun-du\tnini-r\tteggü,Nantun-DAT\tgo-PRS\troad,the way to Nantun,,
huih1238-GB327-2,huih1238,su:/sun-i: wa:-ra xonin,su:/sun-i:\twa:-ra\txonin,2SG.NOM/2SG-GEN\tkill-PRS\tsheep,the sheep you kill,,
huih1238-GB327-3,huih1238,tarigan xadi-r erin,tarigan\txadi-r\terin,field\treap-PRS\ttime,the time when one reaps a field,,
huih1238-GB327-4,huih1238,ti:nüg eme-se: beje,ti:nüg\teme-se:\tbeje,yesterday\tcome-PST\tman,the man who came yesterday,,
huih1238-GB333-1,huih1238,dexi,dexi,,fourty,,
huih1238-GB333-2,huih1238,džaxuŋŋεε,džaxuŋŋεε,,eighty,,
huih1238-GB333-3,huih1238,gotin,gotin,,thirty,,
huih1238-GB333-4,huih1238,jere:n,jere:n,,ninety,,
huih1238-GB333-5,huih1238,nadaŋŋεε,nadaŋŋεε,,seventy,,
huih1238-GB333-6,huih1238,niŋüŋŋεε,niŋüŋŋεε,,sixty,,
huih1238-GB333-7,huih1238,orin,orin,,twenty,,
huih1238-GB333-8,huih1238,toŋŋεε,toŋŋεε,,fifty,,
huih1238-GB334-1,huih1238,digin,digin,,four,,
huih1238-GB334-2,huih1238,dža:n,dža:n,,ten,,
huih1238-GB334-3,huih1238,džaxun,džaxun,,eight,,
huih1238-GB334-4,huih1238,džüür,džüür,,two,,
huih1238-GB334-5,huih1238,emün,emün,,one,,
huih1238-GB334-6,huih1238,ilan,ilan,,three,,
huih1238-GB334-7,huih1238,jegin,jegin,,nine,,
huih1238-GB334-8,huih1238,nadan,nadan,,seven,,
huih1238-GB334-9,huih1238,niŋün,niŋün,,six,,
huih1238-GB334-10,huih1238,toŋa,toŋa,,five,,
huih1238-GB335-1,huih1238,dexi,dexi,,fourty,,
huih1238-GB335-2,huih1238,džaxuŋŋεε,džaxuŋŋεε,,eighty,,
huih1238-GB335-3,huih1238,niŋüŋŋεε,niŋüŋŋεε,,sixty,,
huih1238-GB335-4,huih1238,orin,orin,,twenty,,
huih1238-GB421-1,huih1238,kino: isi-mi güŋken džo:ndži-mi,kino:\tisi-mi\tgüŋken\tdžo:ndži-mi,movie\tsee-PRS.PTCP.1S\tsaying\tthink-PRS.PTCP.1S,I think that I will watch a movie.,,
huih1238-GB422-1,huih1238,kino: isi-mi güŋken džo:ndži-mi,kino:\tisi-mi\tgüŋken\tdžo:ndži-mi,movie\tsee-PRS.PTCP.1S\tsaying\tthink-PRS.PTCP.1S,I think that I will watch a movie.,,
huih1238-GB432-1,huih1238,xonin-i: nanda-wa:-ni,xonin-i:\tnanda-wa:-ni,sheep-GEN\tskin-ACC-3SG,sheep skin (ACC),,
huih1238-GB433-1,huih1238,xonin-i: nanda-wa:-ni,xonin-i:\tnanda-wa:-ni,sheep-GEN\tskin-ACC-3SG,sheep skin (ACC),,
huih1238-TE053-1,huih1238,sire-ni: oro:n-du-ni bitig bi-si-n,sire-ni:\toro:n-du-ni\tbitig\tbi-si-n,desk-GEN\tsurface-DAT-3SG\tbook\tbe-PRS.PTCP-3SG,There is a book on the desk.,,
huih1238-TE054-1,huih1238,eri üxür aja-ga:,eri\tüxür\taja-ga:,this\tox\tgood-Q,Is this ox good?,,
huih1238-TE054-2,huih1238,si: i:le: tegedži-ndi,si:\ti:le:\ttegedži-ndi,you\twhere\tlive-PRS.2SG,Where do you live?,,
huih1238-TS003-1,huih1238,eri jü:,eri\tjü:,this\thouse,this house,,
huih1238-TS004-1,huih1238,eri jü:,eri\tjü:,this\thouse,this house,,
huih1238-TS005-1,huih1238,xonin-i: nanda-wa:-ni,xonin-i:\tnanda-wa:-ni,sheep-GEN\tskin-ACC-3SG,sheep skin (ACC),,
huih1238-TS006-1,huih1238,xonin-i: nanda-wa:-ni,xonin-i:\tnanda-wa:-ni,sheep-GEN\tskin-ACC-3SG,sheep skin (ACC),,
huih1238-TS007-1,huih1238,aja xonin-sal,aja\txonin-sal,good\tsheep-PL,good sheep,,
huzh1238-GB126-1,huzh1238,gan-di ta:wun bule: yiina,gan-di\tta:wun\tbule:\tyiina,3-SG\tfive\tchild\tbe,he has five children,,
huzh1238-GB253-1,huzh1238,gan-di ta:wun bule: yiina,gan-di\tta:wun\tbule:\tyiina,3-SG\tfive\tchild\tbe,he has five children,,
huzh1238-GB301-1,huzh1238,bu ðorijinsu-la na:dinii,bu\tðorijinsu-la\tna:dinii,1SG\tDorijimsu-COM\tplay,I am playing with Dorijinsu,,
huzh1238-GB421-1,huzh1238,noyo:n re-gu-ni bu yii mudem,noyo:n\tre-gu-ni\tbu\tyii\tmudem,,I don't know when the prince will come,,
huzh1238-GB422-1,huzh1238,noyo:n re-gu-ni bu yii mudem,noyo:n\tre-gu-ni\tbu\tyii\tmudem,,I don't know when the prince will come,,
huzh1238-GB522-1,huzh1238,ayi-n ayi-n xjiguna,ayi-n\tayi-n\txjiguna,,he will go in full fear,,
ikem1235-GB044-1,ikem1235,a: mmya yarabi-mmi=nu mata micya:i tti,a:\tmmya\tyarabi-mmi=nu\tmata\tmicya:i\ttti,intj\tdsc\tchild-pl2=gen\talso\tthree_people\tcome.cvb,Then three children came.,,
ikem1235-GB068-1,ikem1235,ura=a zyau+munu,ura=a\tzyau+munu,3SG=TOP1\tgood+thing,This is good.,,
ikem1235-GB069-1,ikem1235,ga:ba: nasi+gii=ya mmya sɨdati=du mmya,ga:ba:\tnasi+gii=ya\tmmya\tsɨdati=du\tmmya,big\tpear+tree=TOP1\tDSC\traise.CVB=FOC\tDSC,A man has grown a big pear tree.,,
ikem1235-GB082-1,ikem1235,bas=sa kuma=kara=du idi-i,bas=sa\tkuma=kara=du\tidi-i,bus=top1\there=from=foc\tgo-npst,(lit.) The bus departs from here.,,
ikem1235-GB083-1,ikem1235,bas=sa kuma=kara=du idi-tai,bas=sa\tkuma=kara=du\tidi-tai,bus=top1\there=from=foc\tgo-past,(lit.) The bus departed from here.,,
ikem1235-GB084-1,ikem1235,idi-gamata,idi-gamata,go.out-FUT,X will go out,,
ikem1235-GB089-1,ikem1235,ba=a u:g-ai-n,ba=a\tu:g-ai-n,1.SG=top1\tswim-pot-neg.npst,I cannot swim.,,
ikem1235-GB090-1,ikem1235,ba=a u:g-ai-n,ba=a\tu:g-ai-n,1.SG=top1\tswim-pot-neg.npst,I cannot swim.,,
