ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Comment
hate1238-TS001,hate1238,,mita-ri=nu utama-nzi=nu,three-people=gen child-pl=gen,three children,
hate1238-TS002,hate1238,,e-s-u-Ø kami=ja ha=ra mita-ri=nu utama-nzi=nu k-u-ta=sïka,so-donprf-npst during=top over.there=abl three-people=gen child-pl=gen come-nprf-past=but,Then three children came from over there but,
hate1238-TS002,hate1238,,kagu=o mii-cï muc-i k-i narab-a,basket=acc three-piece bring-med come-med align-med ,(he) brought three baskets and put them in line,
hate1238-TS003,hate1238,,unu pïtunp=Ø ma:gi,this person=core big,This person is big.,
hate1238-TS005,hate1238,,aboa=nu munu,mother=gen thing,mother's thing,
hate1238-TS005,hate1238,,ba-aboa,1SG-mother,My mother,
hate1238-TS007,hate1238,,ma:gi pïtu,big person,a great person,
hate1238-TS009,hate1238,,e-s-u-Ø kami=ja muru nari=Ø=ja,so-donprf-npst during=top all fruit=core=top,Then he spilled all the fruits.,
hate1238-TS009,hate1238,,kupur-a=sa n-en-u-Ø,spill.over-med=infer prf-neg-nprf-npst,then he spilled all the fruits.,
huih1238-GB026,huih1238,,imin do:-ni: mü:-nin aruxxun bičči antasi,Imin river-GEN water-3 clear be.PTCP sweet,The water of Imin river is clear and sweet.,(Hu & Chaoke 1986:100)
huih1238-GB035,huih1238,,eri,this,this,
huih1238-GB035,huih1238,,tari,that,that,
huih1238-GB044,huih1238,,omolə:-sal,grandson-PL,grandchildren,
huih1238-GB044,huih1238,,xolə:-sal,mountain-PL,mountains,
huih1238-GB046,huih1238,,imin-sə:n,Imin-ASSOC,those who live in Imin,
huih1238-GB046,huih1238,,üldži-sə:n,Ulij-ASSOC,the Uljis,
huih1238-GB068,huih1238,,imin do:-ni: mü:-nin aruxxun bičči antasi,Imin river-GEN water-3 clear be.PTCP sweet,The water of Imin river is clear and sweet.,(Hu & Chaoke 1986:100)
huih1238-GB069,huih1238,,aja xonin-sal,good sheep-PL,good sheep,
huih1238-GB075,huih1238,,sire-ni: oro:n-du-ni bitig bi-si-n,desk-GEN surface-DAT-3SG book be-PRS.PTCP-3SG,There is a book on the desk.,
huih1238-GB086,huih1238,,imanda-dži-,snow-PROG,to be snowing,
huih1238-GB089,huih1238,,bi: uxxe-dü i:-džixe:-weje batu min-ewe tan-sa:,1SG door-DAT enter-SUC-1SG Batu 1SG-ACC notice-PST,As soon as I entered the door Batu noticed me.,
huih1238-GB091,huih1238,,sin-ii jinji-sa:-wa-si sa:-su:,ou-GEN talk-PAST-ACC-2S know-PAST.1S,I understood what you said.,
huih1238-GB108,huih1238,,eme-rgi-,come-REGR-,to come back,
huih1238-GB113,huih1238,,eme-xe:n-,come-CAUS-,to make someone come,
huih1238-GB115,huih1238,,ta:-ma:si-,pull-RECIP-,to pull each other,
huih1238-GB117,huih1238,,bi: malsin bi-sü:,1SG stock.farmer be-PST.PTCP.1SG,I was a stock farmer.,
huih1238-GB117,huih1238,,imin do:-ni: mü:-nin aruxxun bičči antasi,Imin river-GEN water-3 clear be.PTCP sweet,The water of Imin river is clear and sweet.,(Hu & Chaoke 1986:100)
huih1238-GB119,huih1238,,ebbesi-mi o:-dan,swim-COOR become-PRS,(It is) possible/permitted/expected to swim.,
huih1238-GB119,huih1238,,ga-džigu: bi-se:,take-FUT.1SG be-PST,I might have taken.,
huih1238-GB120,huih1238,,a:si-mi bi-se:,sleep-COOR be-PST,(He) was (still) sleeping.,
huih1238-GB120,huih1238,,ommo-cci ne:-süü,forget-SUB lay-PST.1SG,I have forgotten.,
huih1238-GB120,huih1238,,xori:-cci ne:-se:,arrest-SUB lay-PST,(They) have arrested (him).,
huih1238-GB121,huih1238,,üli-ce: bi-se:,go-PST be-PST,He has already gone.,
huih1238-GB123,huih1238,,daŋga ta:n-,tobacco pull,to smoke (lit. to pull tobacco),
huih1238-GB123,huih1238,,də:ŋxo munda-,telephone hit-,to make a telephone call (lit. to hit telephone),
huih1238-GB126,huih1238,,sire-ni: oro:n-du-ni bitig bi-si-n,desk-GEN surface-DAT-3SG book be-PRS.PTCP-3SG,There is a book on the desk.,
huih1238-GB127,huih1238,,sire-ni: oro:n-du-ni bitig bi-si-n,desk-GEN surface-DAT-3SG book be-PRS.PTCP-3SG,There is a book on the desk.,
huih1238-GB134,huih1238,,bi: uxxe-dü i:-džixe:-weje batu min-ewe tan-sa:,1SG door-DAT enter-SUC-1SG Batu 1SG-ACC notice-PST,As soon as I entered the door Batu noticed me.,
huih1238-GB135,huih1238,,kino: isi-mi güŋken džo:ndži-mi,movie see-PRS.PTCP.1S saying think-PRS.PTCP.1S,I think that I will watch a movie.,
huih1238-GB137,huih1238,,eri min-i: morin öntö,this 1SG-GEN horse NEG,This is not my horse.,
huih1238-GB137,huih1238,,eri üxür-nin i:ge-je a:sin,this ox-3 horn-INAC NEG,This ox has no horns.,
huih1238-GB138,huih1238,,ünege eme-re,not.yet come-PRS.PTCP,He has not come yet.,
huih1238-GB139,huih1238,,bi: emün na:n e-si-m sa:-ra,1SG one yet NEG-PRS.PTCP-1SG know-PRS.PTCP,I don't understand anything.,
huih1238-GB139,huih1238,,e-dži soŋo-ro,NEG-IMP.2SG cry-PRS.PTCP,don't cry.,
huih1238-GB139,huih1238,,tari beje e-se: nini-re,that man NEG-PST go-PRS,He didnt go.,
huih1238-GB140,huih1238,,eri min-i: morin öntö,this 1SG-GEN horse NEG,This is not my horse.,
huih1238-GB140,huih1238,,eri üxür-nin i:ge-ye a:sin,this ox-3 horn-INAC NEG,This ox has no horns.,
huih1238-GB140,huih1238,,tari beje e-se: nini-re,that man NEG-PST go-PRS,He didnt go.,
huih1238-GB147,huih1238,,bi: e-dü munda-wu-su:,1SG this-DAT hit-PASS-PST.1SG,I was hit by him.,
huih1238-GB150,huih1238,,bi: uxxe-dü i:-džixe:-weje batu min-ewe tan-sa:,1SG door-DAT enter-SUC-1SG Batu 1SG-ACC notice-PST,As soon as I entered the door Batu noticed me.,
huih1238-GB155,huih1238,,aba min-ewe teggen-e xö:l-xe:n-se:,father 1SG-ACC cart-INAC put-CAUS-PST,Father made me put the cart (to a horse).,
huih1238-GB155,huih1238,,eme-xe:n-,come-CAUS-,to make someone come,
huih1238-GB170,huih1238,,aja xonin,good sheep,good sheep,
huih1238-GB170,huih1238,,aja xonin-ba,good sheep-ACC,good sheep,
huih1238-GB170,huih1238,,aja xonin-bi,good sheep-1SG,my good sheep,
huih1238-GB170,huih1238,,aja xonin-sal,good sheep-PL,good sheep,
huih1238-GB198,huih1238,,ilan üte,three son,three sons,
huih1238-GB252,huih1238,,min-dü jü:r exin bi-si-n,1SG.OBL-DAT two elder.sister be-PRS.PTCP-3SG,I have two elder sisters.,
huih1238-GB254,huih1238,,eri üxür-nin i:ge-je a:sin,this ox-3 horn-INAC NEG,This ox has no horns.,
huih1238-GB256,huih1238,,tari ilan üte-si,3SG three son-POSS,He has three sons.,
huih1238-GB263,huih1238,,eri bitig sin-i:-ga:,this book 2SG-GEN-Q,Is this book yours?,
huih1238-GB263,huih1238,,eri üxür aja-ga:,this ox good-Q,Is this ox good?,
huih1238-GB266,huih1238,,üxür-ni: üldü-nin xonin-i: üldü-düxi antasi,cattle-GEN meat-3SG sheep-GEN meat-ABL delicious,Beef is more delicious than mutton.,
huih1238-GB275,huih1238,,üxür-ni: üldü-nin xonin-i: üldü-düxi antasi,cattle-GEN meat-3SG sheep-GEN meat-ABL delicious,Beef is more delicious than mutton.,
huih1238-GB276,huih1238,,üxür-ni: üldü-nin xonin-i: üldü-düxi antasi,cattle-GEN meat-3SG sheep-GEN meat-ABL delicious,Beef is more delicious than mutton.,
huih1238-GB298,huih1238,,bi: emün na:n e-si-m sa:-ra,1SG one yet NEG-PRS-1SG know-PRS.PTCP,I don't understand anything.,
huih1238-GB298,huih1238,,tari beje e-se: nini-re,that man NEG-PST go-PRS,He didnt go.,
huih1238-GB299,huih1238,,ünege eme-re,not.yet come-PRS.PTCP,He has not come yet.,
huih1238-GB304,huih1238,,bi: e-dü munda-wu-su:,1SG this-DAT hit-PASS-PST.1SG,I was hit by him.,
huih1238-GB305,huih1238,,me:ni,REFL,oneself,
huih1238-GB309,huih1238,,üli-ce: bi-se:,go-PST be-PST,He has already gone.,
huih1238-GB312,huih1238,,jeb-mü:n-,eat-OPT-,to want to eat,
huih1238-GB313,huih1238,,min-i: bitig,1SG-GEN book,my book,
huih1238-GB313,huih1238,,min-i: jaxa,1SG-GEN baggage,my baggage,
huih1238-GB313,huih1238,,sin-i: a:wun-si,2SG-GEN hat-2SG,your hat,
huih1238-GB318,huih1238,,sawi ulur,student people,students,
huih1238-GB326,huih1238,,be:džin džakka o:xi goro bi-si-n,Beijing up.to how far be-PRS-3SG,How far is it to Beijing?,
huih1238-GB326,huih1238,,si: i:le: tegedži-ndi,you where live-PRS.2SG,Where do you live?,
huih1238-GB327,huih1238,,nantun-du nini-r teggü,Nantun-DAT go-PRS road,the way to Nantun,
huih1238-GB327,huih1238,,su:/sun-i: wa:-ra xonin,2SG.NOM/2SG-GEN kill-PRS sheep,the sheep you kill,
huih1238-GB327,huih1238,,tarigan xadi-r erin,field reap-PRS time,the time when one reaps a field,
huih1238-GB327,huih1238,,ti:nüg eme-se: beje,yesterday come-PST man,the man who came yesterday,
huih1238-GB333,huih1238,,dexi,,fourty,
huih1238-GB333,huih1238,,džaxuŋŋεε,,eighty,
huih1238-GB333,huih1238,,gotin,,thirty,
huih1238-GB333,huih1238,,jere:n,,ninety,
huih1238-GB333,huih1238,,nadaŋŋεε,,seventy,
huih1238-GB333,huih1238,,niŋüŋŋεε,,sixty,
huih1238-GB333,huih1238,,orin,,twenty,
huih1238-GB333,huih1238,,toŋŋεε,,fifty,
huih1238-GB334,huih1238,,digin,,four,
huih1238-GB334,huih1238,,dža:n,,ten,
huih1238-GB334,huih1238,,džaxun,,eight,
huih1238-GB334,huih1238,,džüür,,two,
huih1238-GB334,huih1238,,emün,,one,
huih1238-GB334,huih1238,,ilan,,three,
huih1238-GB334,huih1238,,jegin,,nine,
huih1238-GB334,huih1238,,nadan,,seven,
huih1238-GB334,huih1238,,niŋün,,six,
huih1238-GB334,huih1238,,toŋa,,five,
huih1238-GB335,huih1238,,dexi,,fourty,
huih1238-GB335,huih1238,,džaxuŋŋεε,,eighty,
huih1238-GB335,huih1238,,niŋüŋŋεε,,sixty,
huih1238-GB335,huih1238,,orin,,twenty,
huih1238-GB421,huih1238,,kino: isi-mi güŋken džo:ndži-mi,movie see-PRS.PTCP.1S saying think-PRS.PTCP.1S,I think that I will watch a movie.,
huih1238-GB422,huih1238,,kino: isi-mi güŋken džo:ndži-mi,movie see-PRS.PTCP.1S saying think-PRS.PTCP.1S,I think that I will watch a movie.,
huih1238-GB432,huih1238,,xonin-i: nanda-wa:-ni,sheep-GEN skin-ACC-3SG,sheep skin (ACC),
huih1238-GB433,huih1238,,xonin-i: nanda-wa:-ni,sheep-GEN skin-ACC-3SG,sheep skin (ACC),
huih1238-TE053,huih1238,,sire-ni: oro:n-du-ni bitig bi-si-n,desk-GEN surface-DAT-3SG book be-PRS.PTCP-3SG,There is a book on the desk.,
huih1238-TE054,huih1238,,eri üxür aja-ga:,this ox good-Q,Is this ox good?,
huih1238-TE054,huih1238,,si: i:le: tegedži-ndi,you where live-PRS.2SG,Where do you live?,
huih1238-TS003,huih1238,,eri jü:,this house,this house,
huih1238-TS004,huih1238,,eri jü:,this house,this house,
huih1238-TS005,huih1238,,xonin-i: nanda-wa:-ni,sheep-GEN skin-ACC-3SG,sheep skin (ACC),
huih1238-TS006,huih1238,,xonin-i: nanda-wa:-ni,sheep-GEN skin-ACC-3SG,sheep skin (ACC),
huih1238-TS007,huih1238,,aja xonin-sal,good sheep-PL,good sheep,
huzh1238-GB126,huzh1238,,gan-di ta:wun bule: yiina,3-SG five child be,he has five children,
huzh1238-GB253,huzh1238,,gan-di ta:wun bule: yiina,3-SG five child be,he has five children,
huzh1238-GB301,huzh1238,,bu ðorijinsu-la na:dinii,1SG Dorijimsu-COM play,I am playing with Dorijinsu,
huzh1238-GB421,huzh1238,,noyo:n re-gu-ni bu yii mudem,,I don't know when the prince will come,
huzh1238-GB422,huzh1238,,noyo:n re-gu-ni bu yii mudem,,I don't know when the prince will come,
huzh1238-GB522,huzh1238,,ayi-n ayi-n xjiguna,,he will go in full fear,
ikem1235-GB044,ikem1235,,a: mmya yarabi-mmi=nu mata micya:i tti,intj dsc child-pl2=gen also three_people come.cvb,Then three children came.,
ikem1235-GB068,ikem1235,,ura=a zyau+munu,3SG=TOP1 good+thing,This is good.,
ikem1235-GB069,ikem1235,,ga:ba: nasi+gii=ya mmya sɨdati=du mmya,big pear+tree=TOP1 DSC raise.CVB=FOC DSC,A man has grown a big pear tree.,
ikem1235-GB082,ikem1235,,bas=sa kuma=kara=du idi-i,bus=top1 here=from=foc go-npst,(lit.) The bus departs from here.,
ikem1235-GB083,ikem1235,,bas=sa kuma=kara=du idi-tai,bus=top1 here=from=foc go-past,(lit.) The bus departed from here.,
ikem1235-GB084,ikem1235,,idi-gamata,go.out-FUT,X will go out,
ikem1235-GB089,ikem1235,,ba=a u:g-ai-n,1.SG=top1 swim-pot-neg.npst,I cannot swim.,
ikem1235-GB090,ikem1235,,ba=a u:g-ai-n,1.SG=top1 swim-pot-neg.npst,I cannot swim.,
ikem1235-GB091,ikem1235,,husɨ=nu=du mii-rai ui,star=nom=du look-pot cont.npst ,We can see the stars.,
ikem1235-GB092,ikem1235,,husɨ=nu=du mii-rai ui,star=nom=du look-pot cont.npst ,We can see the stars.,
ikem1235-GB107,ikem1235,,ba=a u:g-ai-n,1.SG=top1 swim-pot-neg.npst,I cannot swim.,
ikem1235-GB117,ikem1235,,ura=a kagi+munu do:,it=top1 beautiful+nz fp,It is beautiful.,
ikem1235-GB123,ikem1235,,nasi=nu nusɨ=nu kago=mai miicɨ muc-i tti nasi mur-a-d=di hu:=kya:,ear=gen owner=gen basket=also three have-thm.cvb come.cvb pear gather-thm.irr-vol=quot do.cont.npst=while,and he came to pick up the pears with three baskets.,
ikem1235-GB126,ikem1235,,tui-gama=nu kui=mai cɨk-ai mata hinzya=nu kui=mai cɨk-ai ui=suga are nzya=n=du hinzya=nu ui ga cyau=kya:,bird-dim=gen voice=also hear-pot.cvb also goat=gen voice=also hear-pot.cvb cont.cvb=but ah where=dat=foc goat=gen be.npst Q.W say_so.npst=while,He could hear the birds singing and also a goat bleating but he was wondering where the goat was.,
ikem1235-GB133,ikem1235,,husɨ=nu=du mii-rai ui,star=nom=du look-pot cont.npst,We can see the stars.,
ikem1235-GB137,ikem1235,,ba=a u:g-ai-n,1.SG=top1 swim-pot-neg.npst,I cannot swim.,
ikem1235-GB139,ikem1235,,idi-n,go.out-NEG,X does not go out.,
ikem1235-GB139,ikem1235,,idi-na,go.out-PROH,Don’t go out!,
ikem1235-GB140,ikem1235,,ba=a u:g-ai-n,1SG=top1 swim-pot-neg.npst,I cannot swim.,
ikem1235-GB140,ikem1235,,ura=a mma-f=fa nya:-n,t=top1 tasty-az=top1 no.to.be-neg.npst,It is not tasty.,
ikem1235-GB147,ikem1235,,ba=a zza=n dumi-ssasɨ-tai,1SG=top1 father=dat punch-CAUS-PST,I was punched by my father.,
ikem1235-GB150,ikem1235,,naugara <kago>=nu ttic=cya mur-i-i mata ur-i tti mata mmya ikkai=mai mata nu:r-i-i  ik-i-i nankai=mai nu:r-i-i ,sc basket=gen one=top1 gather-thm.cvb-i also gather-thm.cvb come.cvb also dsc once=also also climb-thm.cvb-i o-thm.cvb-i number_of_times=also climb-thm.cvb-i ,He picked up the pears and lled a basket and went back to the tree again and again,
ikem1235-GB155,ikem1235,,zza=a kai=n a=u dumi-ssasɨ-tai,father=top1 3.SG=dat child=acc punch-caus-pst,Father made him punch his child.,
ikem1235-GB187,ikem1235,,imi+a,small+child,a small child,
ikem1235-GB250,ikem1235,,nasi=nu nusɨ=nu kago=mai miicɨ muc-i tti nasi mur-a-d=di hu:=kya:,ear=gen owner=gen basket=also three have-thm.cvb come.cvb pear gather-thm.irr-vol=quot do.cont.npst=while,and he came to pick up the pears with three baskets.,
ikem1235-GB304,ikem1235,,ba=a zza=n dumi-ssasɨ-tai,1.SG=top1 father=dat punch-caus-pst,I was punched by my father. (Passive),
ikem1235-GB328,ikem1235,,kama=n tacyu=ui a,there=dat stand=cont.npst child,the child who is standing there,
ikem1235-GB432,ikem1235,,kai=ga a,3.SG=gen child,his child,
ikem1235-GB522,ikem1235,,ga:ba: nasi+gii=ya mmya sɨdati=du mmya,big pear+tree=top1 dsc raise.cvb=foc dsc,A man has grown a big pear tree.,
ikem1235-TE050,ikem1235,,a: mmya yarabi-mmi=nu mata micya:i tti,intj dsc child-pl2=gen also three_people come.cvb,Then three children came.,
ikem1235-TE050,ikem1235,,unu biki+yarabi=nu micya:i=ya aik-i-i yu:=kya: <bo:si>=nu uti ar-u=u-ba,the male+child=gen three_people=top1 walk-thm.cvb-i cont.npst=while hat=gen fall.cvb be-thm=acc-csl,While the three boys were walking they found a hat.,
ikem1235-TE054,ikem1235,,au=nu=du mii-rai ui ga,what=nom=foc look-pot cont.npst q.w ,What can you see?,
ikem1235-TE054,ikem1235,,husɨ=nu=du mii-rai ui na,star=nom=foc look-pot cont.npst q.y ,Can you see the stars? ,
ikem1235-TE066,ikem1235,,idi-ru,go.out-IMP,Go out!,
ikem1235-TS002,ikem1235,,a: mmya yarabi-mmi=nu mata micya:i tti,intj dsc child-pl2=gen also three_people come.cvb,Then three children came.,
ikem1235-TS002,ikem1235,,unu biki+yarabi=nu micya:i=ya aik-i-i yu:=kya: <bo:si>=nu uti ar-u=u-ba,the male+child=gen three_people=top1 walk-thm.cvb-i cont.npst=while hat=gen fall.cvb be-thm=acc-csl,While the three boys were walking they found a hat.,
ikem1235-TS003,ikem1235,,kanu a,that child,that child,
ikem1235-TS007,ikem1235,,ga:ba: nasi+gii=ya mmya sɨdati=du mmya,big pear+tree=TOP1 DSC raise.CVB=FOC DSC,A man has grown a big pear tree.,
kara1467-GB037,kara1467,,soł,that,that (visible),
kara1467-GB037,kara1467,,ṷol,that,that (invisible),
kara1467-GB047,kara1467,,tur-mus,stand-NMLZ,life,
kara1467-GB049,kara1467,,dže-m,eat-NMLZ,food,
kara1467-GB049,kara1467,,tile-k,wish-NMLZ,a wish,
kara1467-GB082,kara1467,,bar-a-man,go-PRS-1SG,I go.,
kara1467-GB086,kara1467,,bir šopan ötüp bar-atїr edi,one shepherd ? ? be.PST,,
kara1467-GB135,kara1467,,oł adam-nїŋ bała-sї e-ken-iŋ-di bil-e-men,that man-GEN child-3SG.POSS be-PTCP-2SG-ACC know-PRS-1SG,I know that you are the son of that man.,
kara1467-GB139,kara1467,,bar-ma,go-NEG,Do not go!,
kara1467-GB139,kara1467,,bar-ma-dї,go-NEG-PST,He did not go.,
kara1467-GB140,kara1467,,džaqsï e-me-s,good be-NEG-?,He is not good.,
kara1467-GB150,kara1467,,šopaŋ gel-ip taw-a-dï,shepherd come-CVB find-PRS-3,The shepherd comes and finds.,
kara1467-GB160,kara1467,,köm~kök,INT~blue,quite blue,
kara1467-GB187,kara1467,,qїz-їz,girl-DIM,a little girl,
kara1467-GB204,kara1467,,olar-γa bir-er džaza beri-ler-di,3PL-DAT one-DISTR punishment all-PL-ACC,One punishment is given to each (of them).,
kara1467-GB252,kara1467,,olar-da küš az,3PL-LOC strength little,They have little strength.,
kara1467-GB254,kara1467,,oł adam-nїŋ köp bała-sї bar e-di,that man-GEN many child-3SG.POSS exist be-PST,That man had many children.,
kara1467-GB263,kara1467,,kör-düŋ be,see-2SG Q,did you see?,
kara1467-GB266,kara1467,,ata-m soł šopan-nan džaqsї-raq,father-1SG that shepherd-ABL good-COMP,My father is better than that shepherd.,
kara1467-GB305,kara1467,,ṷöz,REFL,self,
kara1467-GB306,kara1467,,bir birini,one one.?,each other,
kara1467-GB432,kara1467,,ata-nїŋ atї,father-GEN horse,fathers horse,
kara1467-TE018,kara1467,,men,1SG,I,
kara1467-TE018,kara1467,,sen,2SG,you,
kara1467-TE027,kara1467,,biz-ler,1PL-PL,each of us,
kara1467-TE027,kara1467,,biz-ler,1PL-PL,we,
kara1467-TE050,kara1467,,toγz adam,nine man,nine men,
kara1467-TS001,kara1467,,toγz adam,nine man,nine men,
kara1467-TS003,kara1467,,oł adam-nїŋ köp bała-sї bar e-di,that man-GEN many child-3SG.POSS exist be-PST,That man had many children.,
kara1467-TS006,kara1467,,at-ї-n,name-3SG.POSS-ACC,his name (ACC),
kaza1248-GB027,kaza1248,,men,COM,and,
kaza1248-GB027,kaza1248,,men,COM,with,
kaza1248-GB035,kaza1248,,ana,that,that,colloquial language
kaza1248-GB035,kaza1248,,anaw,that,that,colloquial language
kaza1248-GB035,kaza1248,,bul,this,this,
kaza1248-GB035,kaza1248,,myna,this,this,colloquial language
kaza1248-GB035,kaza1248,,mynaw,this,this,
kaza1248-GB035,kaza1248,,ol,that,that,
kaza1248-GB035,kaza1248,,osï,,this right here,
kaza1248-GB035,kaza1248,,sol,that.over.there,that over there,
kaza1248-GB035,kaza1248,,tuw,that.one.far.away,that one far away,colloquial language
kaza1248-GB047,kaza1248,,bas-pa,press-NMLZ,press,
kaza1248-GB047,kaza1248,,bas-pa,press-NMLZ,pressure,
kaza1248-GB047,kaza1248,,bas-pa,press-NMLZ,printing,
kaza1248-GB082,kaza1248,,kel-e-di,come-PRS-3,he comes (usually) / he will come,
kaza1248-GB086,kaza1248,,žat-ïr,lie-IPFV,he is lying,
kaza1248-GB107,kaza1248,,kel-me-jdi,come-NEG-NPST.3,he is not coming,
kaza1248-GB113,kaza1248,,öl-tir-,die-CAUS,to kill,
kaza1248-GB114,kaza1248,,žuw-ïn-,wash-REFL,to wash oneself,
kaza1248-GB117,kaza1248,,men kazak-pїn,1SG Kazakh-1SG,I am Kazakh.,
kaza1248-GB119,kaza1248,,kel-se bol-a-dï,come-COND become-PRS-3,He can come.,
kaza1248-GB126,kaza1248,,akša-m bar,money-1SG.POSS exist,I have money.,
kaza1248-GB133,kaza1248,,men kitap okudï ünata-mїn,1SG book read like-1SG,I like reading a book.,
kaza1248-GB135,kaza1248,,meni kel-e-di dep ojl-a-jdï,3PL come-NPST-3 saying think-NPST-NPST.3,They think that I will come.,
kaza1248-GB147,kaza1248,,bas-ïl,press-PASS,to be pressed,
kaza1248-GB147,kaza1248,,basta-l-,start-PASS,to be started,
kaza1248-GB155,kaza1248,,kes-tir,cut-CAUS,to make sb cut,
kaza1248-GB160,kaza1248,,kap~kara,INT~black,pitch dark,
kaza1248-GB160,kaza1248,,kap~kara,INT~black,very black,
kaza1248-GB187,kaza1248,,kitap-ša,book-DIM,a booklet,
kaza1248-GB187,kaza1248,,kitap-ša,book-DIM,a small book,
kaza1248-GB252,kaza1248,,men-de akša žok,1SG-LOC money NEG,I don't have money.,
kaza1248-GB254,kaza1248,,akša-m bar,money-1SG.POSS exist,I have money.,
kaza1248-GB263,kaza1248,,kele-me,come-Q,Is he coming?,
kaza1248-GB266,kaza1248,,ol at bul at-tan žaksï,that horse this horse-ABL good,This horse is better than that horse.,
kaza1248-GB299,kaza1248,,kel-gen žok,come-PST.PFV NEG,he did not arrive,
kaza1248-GB299,kaza1248,,žaksï e-me-s,good be-NEG-PTCP,it is not good,
kaza1248-GB304,kaza1248,,at-ïm-dï urï-lar-ga ur-l-at-kam,horse-PL-ACC thief-PL-DAT steal-PASS-CAUS-?,My horses were stolen by the thieves.,
kaza1248-GB306,kaza1248,,bir-birin süjedi,one-one.? love,They love each other.,
kaza1248-GB309,kaza1248,,kel-gen,come-PST.PRF,he arrived (but he is gone now),
kaza1248-GB312,kaza1248,,kel-se,come-COND,if he comes,
kaza1248-GB323,kaza1248,,kel-ip-ti,come-EVID-PST,apparently he has arrived,
kaza1248-GB324,kaza1248,,kaj-t-,how.to.do,how to do,
kaza1248-GB324,kaza1248,,kaj-t-,what.to.do,what to do,
kaza1248-GB325,kaza1248,,kanša,how.much,how much,
kaza1248-GB325,kaza1248,,neše,how.many,how many,
kaza1248-GB410,kaza1248,,suw iš-e-min,water drink-NPST-1SG,I drink water.,
kaza1248-GB421,kaza1248,,meni kel-e-di dep ojl-a-jdï,3PL come-NPST-3 saying think-NPST-NPST.3,They think that I will come.,
kaza1248-GB422,kaza1248,,meni kel-e-di dep ojl-a-jdï,3PL come-NPST-3 saying think-NPST-NPST.3,They think that I will come.,
kaza1248-GB432,kaza1248,,men-iŋ üj-im,1SG-GEN house-1SG.POSS,my house,
kaza1248-GB433,kaza1248,,men-iŋ üj-im,1SG-GEN house-1SG.POSS,my house,
kaza1248-TE050,kaza1248,,segiz aga-ŋ-ŋїn,eight brother-2SG-GEN,eight brothers,
kaza1248-TS001,kaza1248,,bir küni,one day,one day,
kaza1248-TS003,kaza1248,,bul žer-de,this place-LOC,at this place,
kaza1248-TS005,kaza1248,,men-iŋ üj-im,1SG-GEN house-1SG.POSS,my house,
kaza1248-TS006,kaza1248,,men-iŋ üj-im,1SG-GEN house-1SG.POSS,my house,
kaza1248-TS007,kaza1248,,sulïw kïz,beautiful girl,beautiful girl,
kaza1248-TS086,kaza1248,,men bara-mїn,1SG go-1SG,I go.,
khak1248-GB022,khak1248,,pir kizi,one person,A person came./A certain person came.,
khak1248-GB027,khak1248,,pis olar-naŋ pir čir-de tastïχti čurtapča-bïs,1PL 3PL-INS one ground-LOC outside live-1PL,We live in the same place outside of the village as they do (with them).,
khak1248-GB027,khak1248,,sö:t-ter pasa tït-tar,aspen-PL and pine-PL,aspens and pines,
khak1248-GB035,khak1248,,ol,that.over.there,that over there,
khak1248-GB035,khak1248,,pu,this,this,
khak1248-GB035,khak1248,,tigi,that,that,
khak1248-GB044,khak1248,,ib-ler,house-PL,houses,
khak1248-GB044,khak1248,,mal-lar,animal-PL,animals,
khak1248-GB046,khak1248,,bain-nar,Bainov-PL,Bainov and his family,
khak1248-GB046,khak1248,,peske-ler,Vasilij-PL,Vasilij and his friends,
khak1248-GB047,khak1248,,örin-is,rejoice-NMLZ,joy,
khak1248-GB047,khak1248,,sad-ïγ,trade-NMLZ,trade,
khak1248-GB049,khak1248,,alta-m,step-NMLZ,a step,
khak1248-GB049,khak1248,,čar-ïm,divide-NMLZ,a half,
khak1248-GB068,khak1248,,tigir kök,sky blue,The sky is blue.,
khak1248-GB069,khak1248,,čilïγ suγ,warm water,warm water,
khak1248-GB086,khak1248,,sana-bïs,count-PFV,to count,
khak1248-GB107,khak1248,,in-meske,go.down-NEG,not to go down,
khak1248-GB107,khak1248,,sana-ba-dï-m,count-NEG-PST.REC-1SG,I didnt count (recently).,
khak1248-GB113,khak1248,,tur-γïs,stand-CAUS,to put,
khak1248-GB114,khak1248,,χïr-ïn,shave-REFL,to shave oneself,
khak1248-GB117,khak1248,,min kizi-bin,1SG person-1SG,I am a human.,
khak1248-GB119,khak1248,,kil pol-ar-bïn,come be-FUT-1SG,I will be able to come.,
khak1248-GB120,khak1248,,surïp al tur-,question do do,to be asking a question,
khak1248-GB121,khak1248,,χajzï čir-de čaχsï öllel-če χajzï čir-ler χuruγ χalïp odïr-ča,some earth-LOC well irrigate-PRS some place-PL dry remain sit-PRS,"Some places are irrigated well, some places remain dry.",
khak1248-GB123,khak1248,,tamkï tart-,tobacco pull,to smoke,
khak1248-GB123,khak1248,,χarïχ tartarγa,nose.bridge pull,to snore,
khak1248-GB123,khak1248,,χol sal-,hand put,to sign,
khak1248-GB133,khak1248,,pu kizi mïndoχ čide sal-dï,this person here reach.CONV put-PST,This person arrived at this very place.,
khak1248-GB135,khak1248,,sin kil-gen-ge pis örin-če-bis,2SG come-PST-DAT 1PL be.glad-PRS-1PL,We are glad that you have come.,
